time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-26 00:00:00+00:00,132,10,46,7
2023-09-27 00:00:00+00:00,160,7,144,12
2023-09-28 00:00:00+00:00,89,8,112,6
2023-09-29 00:00:00+00:00,87,10,72,4
2023-09-30 00:00:00+00:00,64,9,7,2
2023-10-01 00:00:00+00:00,7,5,7,5
2023-10-02 00:00:00+00:00,4,4,61,4
2023-10-03 00:00:00+00:00,36,7,56,5
2023-10-04 00:00:00+00:00,92,17,76,6
2023-10-05 00:00:00+00:00,18,9,62,7
2023-10-06 00:00:00+00:00,8,5,94,4
2023-10-07 00:00:00+00:00,52,11,31,6
2023-10-08 00:00:00+00:00,28,8,81,4
2023-10-09 00:00:00+00:00,9,7,36,4
