referrer,views_total,views_unique
Google,100,17
github.com,47,6
pigeons.run,40,4
stat.ubc.ca,15,3
com.google.android.gm,11,5
aaltoml.github.io,1,1
nikola-sur.netlify.app,1,1
mail.google.com,1,1
fcai.fi,1,1
