time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-17 00:00:00+00:00,8,5,6,1
2023-04-18 00:00:00+00:00,4,3,2,2
2023-04-19 00:00:00+00:00,57,4,9,2
2023-04-20 00:00:00+00:00,63,9,125,3
2023-04-21 00:00:00+00:00,78,7,12,2
2023-04-22 00:00:00+00:00,92,9,63,3
2023-04-23 00:00:00+00:00,6,4,37,2
2023-04-24 00:00:00+00:00,93,8,59,3
2023-04-25 00:00:00+00:00,67,12,17,5
2023-04-26 00:00:00+00:00,174,13,89,4
2023-04-27 00:00:00+00:00,209,10,100,5
2023-04-28 00:00:00+00:00,246,9,32,3
2023-04-29 00:00:00+00:00,75,6,21,5
2023-04-30 00:00:00+00:00,36,3,19,4
