time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,25,14,8,5
2026-05-08 00:00:00+00:00,34,9,22,6
2026-05-09 00:00:00+00:00,15,9,10,7
2026-05-10 00:00:00+00:00,20,9,19,7
2026-05-11 00:00:00+00:00,42,10,72,11
2026-05-12 00:00:00+00:00,81,17,68,8
2026-05-13 00:00:00+00:00,77,17,77,6
2026-05-14 00:00:00+00:00,23,7,29,10
2026-05-15 00:00:00+00:00,30,13,40,8
2026-05-16 00:00:00+00:00,40,12,23,3
2026-05-17 00:00:00+00:00,23,10,3,2
2026-05-18 00:00:00+00:00,15,5,11,5
2026-05-19 00:00:00+00:00,464,52,87,20
2026-05-20 00:00:00+00:00,639,80,96,14
