referrer,views_total,views_unique
github.com,30,8
pigeons.run,20,3
Google,15,8
saifsyed.com,3,1
github-com.btglss.net,2,2
DuckDuckGo,1,1
astrozot.github.io,1,1
discourse.julialang.org,1,1
juliapackages.com,1,1
stat.ubc.ca,1,1
