time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-24 00:00:00+00:00,93,8,59.0,3.0
2023-04-25 00:00:00+00:00,67,12,17.0,5.0
2023-04-26 00:00:00+00:00,174,13,89.0,4.0
2023-04-27 00:00:00+00:00,209,10,100.0,5.0
2023-04-28 00:00:00+00:00,246,9,32.0,3.0
2023-04-29 00:00:00+00:00,75,6,21.0,5.0
2023-04-30 00:00:00+00:00,42,5,19.0,4.0
2023-05-01 00:00:00+00:00,42,5,34.0,2.0
2023-05-02 00:00:00+00:00,103,11,71.0,5.0
2023-05-03 00:00:00+00:00,54,7,39.0,6.0
2023-05-04 00:00:00+00:00,18,4,9.0,3.0
2023-05-05 00:00:00+00:00,12,4,2.0,1.0
2023-05-06 00:00:00+00:00,7,5,,
2023-05-07 00:00:00+00:00,3,2,3.0,2.0
