referrer,views_total,views_unique
Google,73,15
pigeons.run,27,2
stat.ubc.ca,10,8
github.com,5,1
search.brave.com,4,1
discourse.julialang.org,3,3
nikola-sur.netlify.app,2,2
Bing,1,1
ubc-stat-ml.github.io,1,1
