time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-15 00:00:00+00:00,1.0,1.0,2,2
2024-09-16 00:00:00+00:00,2.0,1.0,45,3
2024-09-17 00:00:00+00:00,,,178,4
2024-09-18 00:00:00+00:00,,,8,4
2024-09-19 00:00:00+00:00,2.0,2.0,63,8
2024-09-20 00:00:00+00:00,1.0,1.0,40,6
2024-09-21 00:00:00+00:00,2.0,2.0,39,3
2024-09-22 00:00:00+00:00,2.0,1.0,15,5
2024-09-23 00:00:00+00:00,,,48,7
2024-09-24 00:00:00+00:00,1.0,1.0,121,10
2024-09-25 00:00:00+00:00,51.0,3.0,97,9
2024-09-26 00:00:00+00:00,29.0,4.0,62,8
2024-09-27 00:00:00+00:00,,,27,5
2024-09-28 00:00:00+00:00,,,3,2
