referrer,views_total,views_unique
Google,79,13
discourse.julialang.org,25,2
pigeons.run,18,4
github.com,9,5
DuckDuckGo,5,2
astrozot.github.io,2,1
Bing,1,1
nikola-sur.netlify.app,1,1
stat.ubc.ca,1,1
