referrer,views_total,views_unique
Google,100,17
pigeons.run,52,6
github.com,44,11
ar5iv.labs.arxiv.org,4,1
nikola-sur.com,4,1
chatgpt.com,1,1
ecosia.org,1,1
nikola-sur.netlify.app,1,1
qwant.com,1,1
stat.ubc.ca,1,1
