referrer,views_total,views_unique
Google,22,9
github.com,5,3
discourse.julialang.org,3,2
pigeons.run,2,1
trevorcampbell.me,2,1
juliapackages.com,1,1
Bing,1,1
stat.ubc.ca,1,1
