time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,25,11,46,28
2026-04-10 00:00:00+00:00,41,21,23,7
2026-04-11 00:00:00+00:00,41,25,5,4
2026-04-12 00:00:00+00:00,48,29,29,16
2026-04-13 00:00:00+00:00,6,6,14,11
2026-04-14 00:00:00+00:00,45,13,16,7
2026-04-15 00:00:00+00:00,14,10,23,15
2026-04-16 00:00:00+00:00,34,11,11,8
2026-04-17 00:00:00+00:00,140,34,18,4
2026-04-18 00:00:00+00:00,11,7,33,28
2026-04-19 00:00:00+00:00,23,12,10,9
2026-04-20 00:00:00+00:00,134,42,110,25
2026-04-21 00:00:00+00:00,76,40,114,6
2026-04-22 00:00:00+00:00,120,37,21,10
