time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-22 00:00:00+00:00,6,6,4,3
2024-01-23 00:00:00+00:00,4,4,34,8
2024-01-24 00:00:00+00:00,4,4,35,8
2024-01-25 00:00:00+00:00,5,5,12,6
2024-01-26 00:00:00+00:00,5,5,164,5
2024-01-27 00:00:00+00:00,4,4,48,4
2024-01-28 00:00:00+00:00,3,3,40,6
2024-01-29 00:00:00+00:00,39,7,41,8
2024-01-30 00:00:00+00:00,5,5,26,7
2024-01-31 00:00:00+00:00,36,12,55,13
2024-02-01 00:00:00+00:00,6,4,57,10
2024-02-02 00:00:00+00:00,68,9,98,11
2024-02-03 00:00:00+00:00,4,4,9,4
2024-02-04 00:00:00+00:00,4,2,12,2
