referrer,views_total,views_unique
Google,135,19
pigeons.run,87,9
Bing,42,4
github.com,24,9
trevorcampbell.me,13,3
DuckDuckGo,4,2
arxiv.org,3,1
ptiede.github.io,2,1
stat.ubc.ca,1,1
