referrer,views_total,views_unique
pigeons.run,156,4
julia-tempering.github.io,72,3
DuckDuckGo,38,1
Google,18,10
juliapackages.com,17,1
github.com,9,5
saifsyed.com,6,1
stat.ubc.ca,3,3
Bing,1,1
linkedin.com,1,1
