time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,7,4,65,4
2025-02-01 00:00:00+00:00,2,2,1,1
2025-02-02 00:00:00+00:00,5,4,1,1
2025-02-03 00:00:00+00:00,8,6,3,3
2025-02-04 00:00:00+00:00,6,4,6,3
2025-02-05 00:00:00+00:00,6,4,5,5
2025-02-06 00:00:00+00:00,6,4,7,6
2025-02-07 00:00:00+00:00,66,13,36,1
2025-02-08 00:00:00+00:00,9,6,7,1
2025-02-09 00:00:00+00:00,8,5,10,1
2025-02-10 00:00:00+00:00,8,6,36,8
2025-02-11 00:00:00+00:00,3,3,8,4
2025-02-12 00:00:00+00:00,6,3,6,3
2025-02-13 00:00:00+00:00,2,2,5,3
