time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-29 00:00:00+00:00,77,9,,
2023-05-30 00:00:00+00:00,177,12,21.0,3.0
2023-05-31 00:00:00+00:00,9,5,95.0,10.0
2023-06-01 00:00:00+00:00,9,3,29.0,4.0
2023-06-02 00:00:00+00:00,16,5,14.0,3.0
2023-06-03 00:00:00+00:00,8,5,4.0,3.0
2023-06-04 00:00:00+00:00,7,4,,
2023-06-05 00:00:00+00:00,11,7,15.0,3.0
2023-06-06 00:00:00+00:00,49,6,76.0,4.0
2023-06-07 00:00:00+00:00,3,2,21.0,5.0
2023-06-08 00:00:00+00:00,6,4,6.0,3.0
2023-06-09 00:00:00+00:00,7,5,101.0,1.0
2023-06-10 00:00:00+00:00,6,4,27.0,4.0
2023-06-11 00:00:00+00:00,3,2,27.0,4.0
