time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-04 00:00:00+00:00,26,7,52,5
2023-11-05 00:00:00+00:00,27,6,10,3
2023-11-06 00:00:00+00:00,61,10,117,5
2023-11-07 00:00:00+00:00,73,8,37,4
2023-11-08 00:00:00+00:00,9,6,28,8
2023-11-09 00:00:00+00:00,9,6,47,10
2023-11-10 00:00:00+00:00,5,5,11,2
2023-11-11 00:00:00+00:00,5,5,8,4
2023-11-12 00:00:00+00:00,6,6,1,1
2023-11-13 00:00:00+00:00,4,4,36,2
2023-11-14 00:00:00+00:00,6,6,15,5
2023-11-15 00:00:00+00:00,4,4,23,3
2023-11-16 00:00:00+00:00,3,3,23,3
2023-11-17 00:00:00+00:00,2,2,3,3
