time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-24 00:00:00+00:00,1.0,1.0,152,13
2024-10-25 00:00:00+00:00,1.0,1.0,21,5
2024-10-26 00:00:00+00:00,1.0,1.0,23,2
2024-10-27 00:00:00+00:00,,,16,3
2024-10-28 00:00:00+00:00,2.0,2.0,36,4
2024-10-29 00:00:00+00:00,,,16,3
2024-10-30 00:00:00+00:00,,,33,8
2024-10-31 00:00:00+00:00,,,12,8
2024-11-01 00:00:00+00:00,1.0,1.0,33,5
2024-11-02 00:00:00+00:00,1.0,1.0,20,7
2024-11-03 00:00:00+00:00,1.0,1.0,21,6
2024-11-04 00:00:00+00:00,9.0,6.0,47,8
2024-11-05 00:00:00+00:00,1.0,1.0,38,6
2024-11-06 00:00:00+00:00,1.0,1.0,80,7
