referrer,views_total,views_unique
Google,96,8
julia-tempering.github.io,44,6
github.com,23,7
DuckDuckGo,16,1
com.google.android.gm,15,3
linkedin.com,8,2
t.co,3,3
saifsyed.com,2,2
mail.google.com,2,1
com.linkedin.android,1,1
