time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,13,7,3,3
2025-11-10 00:00:00+00:00,33,14,16,8
2025-11-11 00:00:00+00:00,8,7,29,8
2025-11-12 00:00:00+00:00,4,4,29,8
2025-11-13 00:00:00+00:00,4,4,36,11
2025-11-14 00:00:00+00:00,39,9,39,6
2025-11-15 00:00:00+00:00,7,6,33,7
2025-11-16 00:00:00+00:00,18,8,27,3
2025-11-17 00:00:00+00:00,44,5,59,9
2025-11-18 00:00:00+00:00,8,8,36,8
2025-11-19 00:00:00+00:00,25,6,31,7
2025-11-20 00:00:00+00:00,21,10,30,6
2025-11-21 00:00:00+00:00,3,3,56,5
2025-11-22 00:00:00+00:00,4,4,9,3
