time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-10 00:00:00+00:00,10,6,9,2
2026-03-11 00:00:00+00:00,36,10,39,4
2026-03-12 00:00:00+00:00,20,12,33,9
2026-03-13 00:00:00+00:00,6,6,14,6
2026-03-14 00:00:00+00:00,20,12,7,3
2026-03-15 00:00:00+00:00,5,4,17,3
2026-03-16 00:00:00+00:00,66,18,127,13
2026-03-17 00:00:00+00:00,13,12,28,16
2026-03-18 00:00:00+00:00,18,10,57,17
2026-03-19 00:00:00+00:00,6,6,47,35
2026-03-20 00:00:00+00:00,8,4,48,38
2026-03-21 00:00:00+00:00,9,5,37,21
2026-03-22 00:00:00+00:00,12,7,14,10
2026-03-23 00:00:00+00:00,29,12,86,13
