referrer,views_total,views_unique
Google,146,15
github.com,57,5
mail.google.com,24,1
stat.ubc.ca,7,2
pigeons.run,6,3
DuckDuckGo,1,1
discourse.julialang.org,1,1
trevorcampbell.me,1,1
