referrer,views_total,views_unique
Google,100,9
julia-tempering.github.io,55,5
saifsyed.com,25,3
github.com,23,8
linkedin.com,19,11
DuckDuckGo,16,1
com.linkedin.android,4,3
t.co,3,3
stat.ubc.ca,1,1
mikeinnes.io,1,1
