referrer,views_total,views_unique
Google,105,18
pigeons.run,35,6
github.com,18,4
Bing,15,1
nikola-sur.netlify.app,14,1
discourse.julialang.org,5,3
com.google.android.gm,4,2
ecosia.org,3,1
upwork.com,3,1
stat.ubc.ca,2,2
