time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-14 00:00:00+00:00,18,5,18.0,4.0
2025-04-15 00:00:00+00:00,36,5,48.0,3.0
2025-04-16 00:00:00+00:00,8,4,,
2025-04-17 00:00:00+00:00,68,14,68.0,3.0
2025-04-18 00:00:00+00:00,58,14,60.0,8.0
2025-04-19 00:00:00+00:00,29,15,21.0,3.0
2025-04-20 00:00:00+00:00,16,6,31.0,3.0
2025-04-21 00:00:00+00:00,11,6,13.0,4.0
2025-04-22 00:00:00+00:00,7,4,24.0,5.0
2025-04-23 00:00:00+00:00,40,10,89.0,13.0
2025-04-24 00:00:00+00:00,23,11,23.0,7.0
2025-04-25 00:00:00+00:00,21,7,28.0,7.0
2025-04-26 00:00:00+00:00,7,6,24.0,2.0
2025-04-27 00:00:00+00:00,6,4,38.0,1.0
