time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,37,10,20,3
2025-06-23 00:00:00+00:00,15,7,42,7
2025-06-24 00:00:00+00:00,9,3,30,5
2025-06-25 00:00:00+00:00,13,5,23,4
2025-06-26 00:00:00+00:00,12,6,27,5
2025-06-27 00:00:00+00:00,15,9,17,2
2025-06-28 00:00:00+00:00,13,7,3,2
2025-06-29 00:00:00+00:00,17,10,15,3
2025-06-30 00:00:00+00:00,13,7,17,3
2025-07-01 00:00:00+00:00,15,9,18,4
2025-07-02 00:00:00+00:00,12,6,36,6
2025-07-03 00:00:00+00:00,15,9,51,7
2025-07-04 00:00:00+00:00,38,14,30,7
2025-07-05 00:00:00+00:00,4,2,25,2
