referrer,views_total,views_unique
Google,231,12
pigeons.run,52,4
DuckDuckGo,43,3
github.com,9,4
nikola-sur.netlify.app,5,4
juliapackages.com,2,2
Bing,2,2
stat.ubc.ca,2,2
trevorcampbell.me,1,1
discourse.mc-stan.org,1,1
