time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-27 00:00:00+00:00,4,4,6,5
2026-01-28 00:00:00+00:00,11,7,12,4
2026-01-29 00:00:00+00:00,13,9,6,3
2026-01-30 00:00:00+00:00,3,3,5,3
2026-01-31 00:00:00+00:00,9,5,38,5
2026-02-01 00:00:00+00:00,7,6,20,4
2026-02-02 00:00:00+00:00,17,7,140,11
2026-02-03 00:00:00+00:00,37,13,39,5
2026-02-04 00:00:00+00:00,87,28,90,5
2026-02-05 00:00:00+00:00,33,12,22,3
2026-02-06 00:00:00+00:00,26,10,153,8
2026-02-07 00:00:00+00:00,41,16,29,4
2026-02-08 00:00:00+00:00,22,13,11,3
2026-02-09 00:00:00+00:00,25,11,112,11
