referrer,views_total,views_unique
julia-tempering.github.io,334,5
github.com,73,10
Google,53,12
pretalx.com,26,9
saifsyed.com,2,2
trevorcampbell.me,2,1
Bing,1,1
com.google.android.gm,1,1
instagram.com,1,1
