referrer,views_total,views_unique
github.com,79,14
Google,45,10
pigeons.run,34,7
DuckDuckGo,33,3
stat.ubc.ca,7,5
com.google.android.gm,2,2
discourse.julialang.org,2,2
juliapackages.com,1,1
