url_path,views_total,views_unique
/Julia-Tempering/Pigeons.jl,56,29
/Julia-Tempering/Pigeons.jl/tree/main/examples,15,5
/Julia-Tempering/Pigeons.jl/blob/main/docs/src/index.md,12,4
/Julia-Tempering/Pigeons.jl/blob/main/test/supporting/dimensional-analysis.jl,12,3
/Julia-Tempering/Pigeons.jl/blob/main/docs/make.jl,12,2
/Julia-Tempering/Pigeons.jl/tree/main/docs,11,1
/Julia-Tempering/Pigeons.jl/issues,10,3
/Julia-Tempering/Pigeons.jl/blob/main/docs/src/reference.md,9,2
/Julia-Tempering/Pigeons.jl/blob/main/examples/turing-galaxy.jl,8,3
/Julia-Tempering/Pigeons.jl/blob/ab190b885272c66992d84102fbdfcf5ebb97c0d9/test/test_auto_mala.jl,8,2
