referrer,views_total,views_unique
Google,82,14
github.com,16,5
pigeons.run,16,4
com.google.android.gm,7,3
stat.ubc.ca,2,2
juliadecisionfocusedlearning.github.io,1,1
astrozot.github.io,1,1
mail.google.com,1,1
sebapersson.github.io,1,1
Bing,1,1
