referrer,views_total,views_unique
github.com,70,11
pigeons.run,48,5
Google,39,7
stat.ubc.ca,3,2
discourse.julialang.org,2,2
github-com.btglss.net,2,2
DuckDuckGo,1,1
search.brave.com,1,1
