time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-24 00:00:00+00:00,17,7,35,4
2025-12-25 00:00:00+00:00,13,7,11,4
2025-12-26 00:00:00+00:00,11,5,2,2
2025-12-27 00:00:00+00:00,12,5,68,5
2025-12-28 00:00:00+00:00,17,6,1,1
2025-12-29 00:00:00+00:00,12,7,0,0
2025-12-30 00:00:00+00:00,12,6,0,0
2025-12-31 00:00:00+00:00,12,7,10,4
2026-01-01 00:00:00+00:00,4,4,14,2
2026-01-02 00:00:00+00:00,13,8,14,4
2026-01-03 00:00:00+00:00,13,8,28,2
2026-01-04 00:00:00+00:00,14,9,7,6
2026-01-05 00:00:00+00:00,6,6,53,3
2026-01-06 00:00:00+00:00,14,7,79,4
