time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-13 00:00:00+00:00,26,5,45.0,4.0
2023-07-14 00:00:00+00:00,131,4,113.0,2.0
2023-07-15 00:00:00+00:00,55,10,249.0,4.0
2023-07-16 00:00:00+00:00,20,6,4.0,2.0
2023-07-17 00:00:00+00:00,39,10,80.0,7.0
2023-07-18 00:00:00+00:00,40,8,46.0,9.0
2023-07-19 00:00:00+00:00,67,11,174.0,5.0
2023-07-20 00:00:00+00:00,118,6,34.0,5.0
2023-07-21 00:00:00+00:00,217,8,88.0,6.0
2023-07-22 00:00:00+00:00,142,12,4.0,1.0
2023-07-23 00:00:00+00:00,25,4,,
2023-07-24 00:00:00+00:00,153,8,125.0,7.0
2023-07-25 00:00:00+00:00,235,17,103.0,9.0
2023-07-26 00:00:00+00:00,4,3,150.0,10.0
