time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-03 00:00:00+00:00,129,10,56.0,5.0
2023-02-04 00:00:00+00:00,4,3,8.0,2.0
2023-02-05 00:00:00+00:00,5,4,,
2023-02-06 00:00:00+00:00,55,8,2.0,1.0
2023-02-07 00:00:00+00:00,76,7,1.0,1.0
2023-02-08 00:00:00+00:00,57,7,8.0,2.0
2023-02-09 00:00:00+00:00,35,8,3.0,1.0
2023-02-10 00:00:00+00:00,99,15,41.0,6.0
2023-02-11 00:00:00+00:00,40,10,34.0,3.0
2023-02-12 00:00:00+00:00,5,3,1.0,1.0
2023-02-13 00:00:00+00:00,12,5,11.0,4.0
2023-02-14 00:00:00+00:00,4,3,34.0,3.0
2023-02-15 00:00:00+00:00,4,3,10.0,1.0
2023-02-16 00:00:00+00:00,2,1,8.0,3.0
