referrer,views_total,views_unique
Google,49,15
nikola-sur.netlify.app,27,3
linkedin.com,23,13
pigeons.run,17,3
github.com,12,8
saifsyed.com,3,2
stat.ubc.ca,2,2
com.linkedin.android,1,1
