time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,30,20,3,3
2026-06-12 00:00:00+00:00,15,9,4,4
2026-06-13 00:00:00+00:00,14,9,7,7
2026-06-14 00:00:00+00:00,76,28,0,0
2026-06-15 00:00:00+00:00,52,20,5,3
2026-06-16 00:00:00+00:00,24,12,7,3
2026-06-17 00:00:00+00:00,28,12,8,3
2026-06-18 00:00:00+00:00,34,12,2,2
2026-06-19 00:00:00+00:00,330,38,2,2
2026-06-20 00:00:00+00:00,56,16,0,0
2026-06-21 00:00:00+00:00,65,17,15,1
2026-06-22 00:00:00+00:00,55,18,126,12
2026-06-23 00:00:00+00:00,201,33,8,4
2026-06-24 00:00:00+00:00,52,20,0,0
